ID_ANIMAL;Lot;Infestation;Date;Jour_Prlv;Ht;FEC;Age;Poids;GMQinst;GMQtot;Pepsino;TM_Pep;Date dosage;Plaque_peps;Jour_serum;Tps_exc;Censure;Ht0;p0;pep0
167533;ConcNInf;1;25/04/2016;J21;41;0;142;46520;143.3;NA;NA;NA;NA;G;NA;NA;;37;42480;271
167533;ConcNInf;1;28/04/2016;J24;43;0;145;43850;-890;NA;NA;NA;NA;G;NA;NA;;37;42480;271
167533;ConcNInf;1;04/05/2016;J30;37;0;151;49590;956.7;237;154;1175;09/06/2016;G;JFin;NA;;37;42480;271
167533;ConcNInf;2;23/05/2016;J0;38;0;170;51560;103.7;NA;326;1392;01/07/2016;G;J0;NA;;38;51560;326
167533;ConcNInf;2;06/06/2016;J14;39;NA;184;NA;NA;NA;353;1392;01/07/2016;G;J14;NA;;38;51560;326
167533;ConcNInf;2;10/06/2016;J18;37;0;188;57630;337.2;NA;NA;NA;NA;G;NA;NA;;38;51560;326
167533;ConcNInf;2;13/06/2016;J21;36;0;191;53450;-1393.3;NA;NA;NA;NA;G;NA;NA;;38;51560;326
167533;ConcNInf;2;16/06/2016;J24;38;0;194;53230;-73.3;NA;NA;NA;NA;G;NA;NA;;38;51560;326
167533;ConcNInf;2;22/06/2016;J30;38;0;200;53740;85;72.7;301;1392;01/07/2016;G;JFin;NA;;38;51560;326
167540;ConcNInf;1;22/03/2016;J-13;NA;NA;107;30290;NA;NA;NA;NA;NA;H;NA;NA;;NA;NA;NA
167540;ConcNInf;1;04/04/2016;J0;36;0;120;32090;138.5;NA;524;1175;09/06/2016;H;J0;NA;;36;32090;524
167540;ConcNInf;1;18/04/2016;J14;38;NA;134;NA;NA;NA;462;1175;09/06/2016;H;J14;NA;;36;32090;524
167540;ConcNInf;1;22/04/2016;J18;36;0;138;35920;212.8;NA;NA;NA;NA;H;NA;NA;;36;32090;524
167540;ConcNInf;1;25/04/2016;J21;35;0;141;35970;16.7;NA;NA;NA;NA;H;NA;NA;;36;32090;524
167540;ConcNInf;1;28/04/2016;J24;42;0;144;34730;-413.3;NA;NA;NA;NA;H;NA;NA;;36;32090;524
167540;ConcNInf;1;04/05/2016;J30;36;0;150;37410;446.7;177.3;445;1175;09/06/2016;H;JFin;NA;;36;32090;524
167540;ConcNInf;2;23/05/2016;J0;40;0;169;40220;147.9;NA;274;1392;01/07/2016;H;J0;NA;;40;40220;274
167540;ConcNInf;2;06/06/2016;J14;37;NA;183;NA;NA;NA;660;1392;01/07/2016;H;J14;NA;;40;40220;274
167540;ConcNInf;2;10/06/2016;J18;35;0;187;42400;121.1;NA;NA;NA;NA;H;NA;NA;;40;40220;274
167540;ConcNInf;2;13/06/2016;J21;36;0;190;43280;293.3;NA;NA;NA;NA;H;NA;NA;;40;40220;274
167540;ConcNInf;2;16/06/2016;J24;37;0;193;44850;523.3;NA;NA;NA;NA;H;NA;NA;;40;40220;274
167540;ConcNInf;2;22/06/2016;J30;37;0;199;42870;-330;88.3;406;1392;01/07/2016;H;JFin;NA;;40;40220;274
