ID_ANIMAL;Lot;Infestation;Date;Jour_Prlv;Ht;FEC;Age;Poids;GMQinst;GMQtot;Pepsino;TM_Pep;Date dosage;Plaque_peps;Jour_serum;Tps_exc;Censure;Ht0;p0;pep0
167480;ConcInf;2;10/06/2016;J18;31;0;190;39830;31.7;NA;NA;NA;NA;E;NA;NA;;38;39260;474
167480;ConcInf;2;13/06/2016;J21;28;2625;193;40660;276.7;NA;NA;NA;NA;E;NA;NA;;38;39260;474
167480;ConcInf;2;16/06/2016;J24;27;8400;196;41620;320;NA;NA;NA;NA;E;NA;NA;;38;39260;474
167480;ConcInf;2;22/06/2016;J30;26;12600;202;41260;-60;119.2;340;1392;01/07/2016;E;JFin;21;1;38;39260;474
167482;ConcNInf;1;22/03/2016;J-13;NA;NA;110;34490;NA;NA;NA;NA;NA;D;NA;NA;;NA;NA;NA
167482;ConcNInf;1;04/04/2016;J0;40;0;123;36930;187.7;NA;10;1167;02/06/2016;D;J0;NA;;40;36930;10
167482;ConcNInf;1;18/04/2016;J14;38;NA;137;NA;NA;NA;91;1167;02/06/2016;D;J14;NA;;40;36930;10
167482;ConcNInf;1;22/04/2016;J18;40;0;141;40730;211.1;NA;NA;NA;NA;D;NA;NA;;40;36930;10
167482;ConcNInf;1;25/04/2016;J21;40;0;144;42660;643.3;NA;NA;NA;NA;D;NA;NA;;40;36930;10
167482;ConcNInf;1;28/04/2016;J24;39;0;147;40780;-626.7;NA;NA;NA;NA;D;NA;NA;;40;36930;10
167482;ConcNInf;1;04/05/2016;J30;36;0;153;44500;620;252.3;84;1167;02/06/2016;D;JFin;NA;;40;36930;10
167482;ConcNInf;2;23/05/2016;J0;41;0;172;46120;85.3;NA;109;1149;29/06/2016;D;J0;NA;;41;46120;109
167482;ConcNInf;2;06/06/2016;J14;35;NA;186;NA;NA;NA;143;1149;29/06/2016;D;J14;NA;;41;46120;109
167482;ConcNInf;2;10/06/2016;J18;35;0;190;49600;193.3;NA;NA;NA;NA;D;NA;NA;;41;46120;109
167482;ConcNInf;2;13/06/2016;J21;36;0;193;46660;-980;NA;NA;NA;NA;D;NA;NA;;41;46120;109
167482;ConcNInf;2;16/06/2016;J24;37;0;196;46280;-126.7;NA;NA;NA;NA;D;NA;NA;;41;46120;109
167482;ConcNInf;2;22/06/2016;J30;37;0;202;47390;185;42.3;90;1149;29/06/2016;D;JFin;NA;;41;46120;109
167483;LupInf;1;22/03/2016;J-13;NA;NA;110;36540;NA;NA;NA;NA;NA;E;NA;NA;;NA;NA;NA
167483;LupInf;1;04/04/2016;J0;34;0;123;40910;336.2;NA;310;1175;09/06/2016;E;J0;NA;;34;40910;310
167483;LupInf;1;18/04/2016;J14;30;NA;137;NA;NA;NA;1252;1175;09/06/2016;E;J14;NA;;34;40910;310
167483;LupInf;1;22/04/2016;J18;19;240;141;43950;168.9;NA;NA;NA;NA;F;NA;NA;;34;40910;310
167483;LupInf;1;25/04/2016;J21;16;7100;144;42480;-490;NA;NA;NA;NA;F;NA;NA;;34;40910;310
167483;LupInf;1;28/04/2016;J24;19;21850;147;42100;-126.7;NA;NA;NA;NA;F;NA;NA;;34;40910;310
167483;LupInf;1;04/05/2016;J30;16;20950;153;40600;-250;49.6;552;1175;09/06/2016;F;JFin;18;1;34;40910;310
167483;LupInf;2;23/05/2016;J0;33;0;172;45500;257.9;NA;241;1392;01/07/2016;E;J0;NA;;33;45500;241
167483;LupInf;2;06/06/2016;J14;32;NA;186;NA;NA;NA;800;1392;01/07/2016;E;J14;NA;;33;45500;241
167483;LupInf;2;10/06/2016;J18;30;0;190;47510;111.7;NA;NA;NA;NA;F;NA;NA;;33;45500;241
167483;LupInf;2;13/06/2016;J21;27;0;193;48020;170;NA;NA;NA;NA;F;NA;NA;;33;45500;241
167483;LupInf;2;16/06/2016;J24;28;1110;196;49120;366.7;NA;NA;NA;NA;F;NA;NA;;33;45500;241
167483;LupInf;2;22/06/2016;J30;25;3900;202;47650;-245;11.7;501;1392;01/07/2016;F;JFin;24;1;33;45500;241
167484;ConcNInf;1;22/03/2016;J-13;NA;NA;110;30520;NA;NA;NA;NA;NA;E;NA;NA;;NA;NA;NA
167484;ConcNInf;1;04/04/2016;J0;36;0;123;33400;221.5;NA;278;1175;09/06/2016;E;J0;NA;;36;33400;278
167484;ConcNInf;1;18/04/2016;J14;37;NA;137;NA;NA;NA;281;1175;09/06/2016;E;J14;NA;;36;33400;278
167484;ConcNInf;1;22/04/2016;J18;38;0;141;37270;215;NA;NA;NA;NA;E;NA;NA;;36;33400;278
167484;ConcNInf;1;25/04/2016;J21;40;0;144;38440;390;NA;NA;NA;NA;E;NA;NA;;36;33400;278
167484;ConcNInf;1;28/04/2016;J24;40;0;147;36750;-563.3;NA;NA;NA;NA;E;NA;NA;;36;33400;278
167484;ConcNInf;1;04/05/2016;J30;36;0;153;39510;460;203.7;458;1175;09/06/2016;E;JFin;NA;;36;33400;278
167484;ConcNInf;2;23/05/2016;J0;37;0;172;41510;105.3;NA;249;1392;01/07/2016;E;J0;NA;;37;41510;249
167484;ConcNInf;2;06/06/2016;J14;35;NA;186;NA;NA;NA;425;1392;01/07/2016;E;J14;NA;;37;41510;249
167484;ConcNInf;2;10/06/2016;J18;37;0;190;46850;296.7;NA;NA;NA;NA;E;NA;NA;;37;41510;249
167484;ConcNInf;2;13/06/2016;J21;36;0;193;43580;-1090;NA;NA;NA;NA;E;NA;NA;;37;41510;249
167484;ConcNInf;2;16/06/2016;J24;39;0;196;44040;153.3;NA;NA;NA;NA;E;NA;NA;;37;41510;249
167484;ConcNInf;2;22/06/2016;J30;39;0;202;43630;-68.3;70.7;389;1392;01/07/2016;E;JFin;NA;;37;41510;249
167486;ConcInf;1;22/03/2016;J-13;NA;NA;110;32900;NA;NA;NA;NA;NA;F;NA;NA;;NA;NA;NA
167486;ConcInf;1;04/04/2016;J0;39;0;123;35230;179.2;NA;354;1175;09/06/2016;F;J0;NA;;39;35230;354
167486;ConcInf;1;18/04/2016;J14;32;NA;137;NA;NA;NA;1168;1175;09/06/2016;F;J14;NA;;39;35230;354
167486;ConcInf;1;22/04/2016;J18;22;3180;141;38300;170.6;NA;NA;NA;NA;F;NA;NA;;39;35230;354
167486;ConcInf;1;25/04/2016;J21;18;24400;144;36660;-546.7;NA;NA;NA;NA;F;NA;NA;;39;35230;354
167486;ConcInf;1;28/04/2016;J24;17;45950;147;34340;-773.3;NA;NA;NA;NA;F;NA;NA;;39;35230;354
167486;ConcInf;1;02/05/2016;J28;13;54800;151;33740;-150;-37.1;908;1175;09/06/2016;F;JFin;18;1;39;35230;354
167486;ConcInf;2;23/05/2016;J0;35;0;172;40450;319.5;NA;347;1392;01/07/2016;F;J0;NA;;35;40450;347
167486;ConcInf;2;06/06/2016;J14;36;NA;186;NA;NA;NA;1070;1392;01/07/2016;F;J14;NA;;35;40450;347
167486;ConcInf;2;10/06/2016;J18;32;0;190;41130;37.8;NA;NA;NA;NA;F;NA;NA;;35;40450;347
167486;ConcInf;2;13/06/2016;J21;31;510;193;42360;410;NA;NA;NA;NA;F;NA;NA;;35;40450;347
167486;ConcInf;2;16/06/2016;J24;30;3405;196;43550;396.7;NA;NA;NA;NA;F;NA;NA;;35;40450;347
167486;ConcInf;2;22/06/2016;J30;29;9150;202;42950;-100;151.7;443;1392;01/07/2016;F;JFin;21;1;35;40450;347
167487;LupNInf;1;22/03/2016;J-13;NA;NA;110;36580;NA;NA;NA;NA;NA;G;NA;NA;;NA;NA;NA
167487;LupNInf;1;04/04/2016;J0;38;0;123;38290;131.5;NA;297;1175;09/06/2016;G;J0;NA;;38;38290;297
167487;LupNInf;1;18/04/2016;J14;44;NA;137;NA;NA;NA;633;1175;09/06/2016;G;J14;NA;;38;38290;297
167487;LupNInf;1;22/04/2016;J18;40;0;141;41530;180;NA;NA;NA;NA;G;NA;NA;;38;38290;297
167487;LupNInf;1;25/04/2016;J21;42;0;144;42100;190;NA;NA;NA;NA;G;NA;NA;;38;38290;297
167487;LupNInf;1;28/04/2016;J24;43;0;147;40790;-436.7;NA;NA;NA;NA;G;NA;NA;;38;38290;297
167487;LupNInf;1;04/05/2016;J30;39;0;153;41380;98.3;103;655;1175;09/06/2016;G;JFin;NA;;38;38290;297
167487;LupNInf;2;23/05/2016;J0;39;0;172;43900;132.6;NA;543;1392;01/07/2016;G;J0;NA;;39;43900;543
167487;LupNInf;2;06/06/2016;J14;35;NA;186;NA;NA;NA;602;1392;01/07/2016;G;J14;NA;;39;43900;543
167487;LupNInf;2;10/06/2016;J18;34;0;190;48840;274.4;NA;NA;NA;NA;G;NA;NA;;39;43900;543
167487;LupNInf;2;13/06/2016;J21;35;0;193;44880;-1320;NA;NA;NA;NA;G;NA;NA;;39;43900;543
167487;LupNInf;2;16/06/2016;J24;33;0;196;45120;80;NA;NA;NA;NA;G;NA;NA;;39;43900;543
167487;LupNInf;2;22/06/2016;J30;34;0;202;44970;-25;35.7;618;1392;01/07/2016;G;JFin;NA;;39;43900;543
167489;LupInf;1;22/03/2016;J-13;NA;NA;110;34140;NA;NA;NA;NA;NA;F;NA;NA;;NA;NA;NA
167489;LupInf;1;04/04/2016;J0;42;0;123;37850;285.4;NA;532;1175;09/06/2016;F;J0;NA;;42;37850;532
167489;LupInf;1;18/04/2016;J14;30;NA;137;NA;NA;NA;1900;1175;09/06/2016;F;J14;NA;;42;37850;532
167489;LupInf;1;22/04/2016;J18;22;120;141;39480;90.6;NA;NA;NA;NA;F;NA;NA;;42;37850;532
167489;LupInf;1;25/04/2016;J21;19;8400;144;37120;-786.7;NA;NA;NA;NA;F;NA;NA;;42;37850;532
167489;LupInf;1;28/04/2016;J24;15;32250;147;36200;-306.7;NA;NA;NA;NA;F;NA;NA;;42;37850;532
167489;LupInf;1;02/05/2016;J28;11;74300;151;33960;-560;-68.8;1231;1175;09/06/2016;F;JFin;18;1;42;37850;532
167489;LupInf;2;23/05/2016;J0;29;0;172;34770;38.6;NA;672;968;07/07/2016;A;J0;NA;;29;34770;672
167489;LupInf;2;06/06/2016;J14;34;NA;186;NA;NA;NA;1188;968;07/07/2016;A;J14;NA;;29;34770;672
167489;LupInf;2;10/06/2016;J18;33;0;190;38230;192.2;NA;NA;NA;NA;F;NA;NA;;29;34770;787
167489;LupInf;2;13/06/2016;J21;31;0;193;39100;290;NA;NA;NA;NA;F;NA;NA;;29;34770;787
167489;LupInf;2;16/06/2016;J24;32;195;196;39560;153.3;NA;NA;NA;NA;F;NA;NA;;29;34770;787
167489;LupInf;2;22/06/2016;J30;32;2950;202;38610;-158.3;31.7;1675;968;07/07/2016;A;JFin;24;1;29;34770;672
167503;LupInf;1;22/03/2016;J-13;NA;NA;110;29460;NA;NA;NA;NA;NA;F;NA;NA;;NA;NA;NA
167503;LupInf;1;04/04/2016;J0;39;0;123;31710;173.1;NA;723;1175;09/06/2016;F;J0;NA;;39;31710;723
167503;LupInf;1;18/04/2016;J14;32;NA;137;NA;NA;NA;2012;1175;09/06/2016;F;J14;NA;;39;31710;723
167503;LupInf;1;22/04/2016;J18;21;75;141;33370;92.2;NA;NA;NA;NA;G;NA;NA;;39;31710;723
167503;LupInf;1;25/04/2016;J21;20;5850;144;32020;-450;NA;NA;NA;NA;G;NA;NA;;39;31710;723
167503;LupInf;1;28/04/2016;J24;15;19400;147;31000;-340;NA;NA;NA;NA;G;NA;NA;;39;31710;723
167503;LupInf;1;02/05/2016;J28;14;23500;151;30540;-115;-29.6;1111;1175;09/06/2016;G;JFin;18;1;39;31710;723
167503;LupInf;2;23/05/2016;J0;34;0;172;34140;171.4;NA;521;1392;01/07/2016;F;J0;NA;;34;34140;521
167503;LupInf;2;06/06/2016;J14;36;NA;186;NA;NA;NA;1578;1392;01/07/2016;F;J14;NA;;34;34140;521
167503;LupInf;2;10/06/2016;J18;33;0;190;38800;258.9;NA;NA;NA;NA;G;NA;NA;;34;34140;521
167503;LupInf;2;13/06/2016;J21;31;0;193;36910;-630;NA;NA;NA;NA;G;NA;NA;;34;34140;521
167503;LupInf;2;16/06/2016;J24;33;15;196;36020;-296.7;NA;NA;NA;NA;G;NA;NA;;34;34140;521
167503;LupInf;2;22/06/2016;J30;30;4450;202;35760;-43.3;-253.3;1132;1392;01/07/2016;G;JFin;24;1;34;34140;521
167505;ConcNInf;1;22/03/2016;J-13;NA;NA;110;30110;NA;NA;NA;NA;NA;F;NA;NA;;NA;NA;NA
167505;ConcNInf;1;04/04/2016;J0;39;0;123;30590;36.9;NA;464;1175;09/06/2016;F;J0;NA;;39;30590;464
167505;ConcNInf;1;18/04/2016;J14;37;NA;137;NA;NA;NA;273;1175;09/06/2016;F;J14;NA;;39;30590;464
167505;ConcNInf;1;22/04/2016;J18;33;0;141;31330;41.1;NA;NA;NA;NA;F;NA;NA;;39;30590;464
167505;ConcNInf;1;25/04/2016;J21;35;0;144;32870;513.3;NA;NA;NA;NA;F;NA;NA;;39;30590;464
167505;ConcNInf;1;28/04/2016;J24;35;0;147;31760;-370;NA;NA;NA;NA;F;NA;NA;;39;30590;464
167505;ConcNInf;1;04/05/2016;J30;31;0;153;34180;403.3;119.7;347;1175;09/06/2016;F;JFin;NA;;39;30590;464
167505;ConcNInf;2;23/05/2016;J0;37;0;172;34950;40.5;NA;371;1392;01/07/2016;F;J0;NA;;37;34950;371
167505;ConcNInf;2;06/06/2016;J14;34;NA;186;NA;NA;NA;427;1392;01/07/2016;F;J14;NA;;37;34950;371
167505;ConcNInf;2;10/06/2016;J18;34;0;190;37190;124.4;NA;NA;NA;NA;F;NA;NA;;37;34950;371
167505;ConcNInf;2;13/06/2016;J21;32;0;193;37680;163.3;NA;NA;NA;NA;F;NA;NA;;37;34950;371
167505;ConcNInf;2;16/06/2016;J24;34;0;196;39030;450;NA;NA;NA;NA;F;NA;NA;;37;34950;371
167505;ConcNInf;2;22/06/2016;J30;32;0;202;36820;-368.3;62.3;420;1392;01/07/2016;F;JFin;NA;;37;34950;371
167513;LupInf;1;22/03/2016;J-13;NA;NA;110;31450;NA;NA;NA;NA;NA;G;NA;NA;;NA;NA;NA
167513;LupInf;1;04/04/2016;J0;39;0;123;33640;168.5;NA;359;1175;09/06/2016;G;J0;NA;;39;33640;359
167513;LupInf;1;18/04/2016;J14;29;NA;137;NA;NA;NA;564;1175;09/06/2016;G;J14;NA;;39;33640;359
167513;LupInf;1;22/04/2016;J18;18;375;141;34680;57.8;NA;NA;NA;NA;G;NA;NA;;39;33640;359
167513;LupInf;1;25/04/2016;J21;22;19200;144;32630;-683.3;NA;NA;NA;NA;G;NA;NA;;39;33640;359
167513;LupInf;1;28/04/2016;J24;13;54150;147;33520;296.7;NA;NA;NA;NA;G;NA;NA;;39;33640;359
167513;LupInf;1;04/05/2016;J30;;;153;34160;106.7;-5;246;1175;09/06/2016;G;JFin;18;1;39;33640;359
167513;LupInf;2;23/05/2016;J0;36;0;172;36110;102.6;NA;265;1392;01/07/2016;G;J0;NA;;36;36110;265
167513;LupInf;2;06/06/2016;J14;33;NA;186;NA;NA;NA;302;1392;01/07/2016;G;J14;NA;;36;36110;265
167513;LupInf;2;10/06/2016;J18;29;0;190;42180;337.2;NA;NA;NA;NA;G;NA;NA;;36;36110;265
167513;LupInf;2;13/06/2016;J21;27;1380;193;38850;-1110;NA;NA;NA;NA;G;NA;NA;;36;36110;265
167513;LupInf;2;16/06/2016;J24;26;7400;196;38940;30;NA;NA;NA;NA;G;NA;NA;;36;36110;265
167513;LupInf;2;22/06/2016;J30;23;10700;202;39350;68.3;-235.8;250;1392;01/07/2016;G;JFin;21;1;36;36110;265
167514;ConcInf;1;22/03/2016;J-13;NA;NA;109;32500;NA;NA;NA;NA;NA;F;NA;NA;;NA;NA;NA
167514;ConcInf;1;04/04/2016;J0;36;0;122;33750;96.2;NA;174;1175;09/06/2016;F;J0;NA;;36;33750;174
167514;ConcInf;1;18/04/2016;J14;29;NA;136;NA;NA;NA;605;1175;09/06/2016;F;J14;NA;;36;33750;174
167514;ConcInf;1;22/04/2016;J18;22;30;140;37650;216.7;NA;NA;NA;NA;F;NA;NA;;36;33750;174
167514;ConcInf;1;25/04/2016;J21;21;5800;143;36730;-306.7;NA;NA;NA;NA;F;NA;NA;;36;33750;174
167514;ConcInf;1;28/04/2016;J24;20;16150;146;35680;-350;NA;NA;NA;NA;F;NA;NA;;36;33750;174
167514;ConcInf;1;04/05/2016;J30;11;10550;152;35930;41.7;80.4;405;1175;09/06/2016;F;JFin;18;1;36;33750;174
167514;ConcInf;2;23/05/2016;J0;36;0;171;40370;233.7;NA;138;1392;01/07/2016;F;J0;NA;;36;40370;138
167514;ConcInf;2;06/06/2016;J14;37;NA;185;NA;NA;NA;531;1392;01/07/2016;F;J14;NA;;36;40370;138
167514;ConcInf;2;10/06/2016;J18;34;0;189;40160;-11.7;NA;NA;NA;NA;F;NA;NA;;36;40370;138
167514;ConcInf;2;13/06/2016;J21;33;0;192;41220;353.3;NA;NA;NA;NA;F;NA;NA;;36;40370;138
167514;ConcInf;2;16/06/2016;J24;34;45;195;41690;156.7;NA;NA;NA;NA;F;NA;NA;;36;40370;138
167514;ConcInf;2;22/06/2016;J30;31;1500;201;41220;-78.3;88.3;296;1392;01/07/2016;F;JFin;24;1;36;40370;138
167517;LupNInf;1;22/03/2016;J-13;NA;NA;109;33160;NA;NA;NA;NA;NA;G;NA;NA;;NA;NA;NA
167517;LupNInf;1;04/04/2016;J0;40;0;122;36850;283.8;NA;-72;1175;09/06/2016;G;J0;NA;;40;36850;-72
167517;LupNInf;1;18/04/2016;J14;41;NA;136;NA;NA;NA;286;1175;09/06/2016;G;J14;NA;;40;36850;-72
167517;LupNInf;1;22/04/2016;J18;42;0;140;40520;203.9;NA;NA;NA;NA;G;NA;NA;;40;36850;-72
167517;LupNInf;1;25/04/2016;J21;42;0;143;41020;166.7;NA;NA;NA;NA;G;NA;NA;;40;36850;-72
167517;LupNInf;1;28/04/2016;J24;42;0;146;39220;-600;NA;NA;NA;NA;G;NA;NA;;40;36850;-72
167517;LupNInf;1;04/05/2016;J30;39;0;152;42890;611.7;201.3;239;1175;09/06/2016;G;JFin;NA;;40;36850;-72
167517;LupNInf;2;23/05/2016;J0;44;0;171;41640;-65.8;NA;382;968;07/07/2016;A;J0;NA;;44;41640;382
167517;LupNInf;2;06/06/2016;J14;36;NA;185;NA;NA;NA;147;1392;01/07/2016;G;J14;NA;;44;41640;382
167517;LupNInf;2;10/06/2016;J18;34;0;189;46110;248.3;NA;NA;NA;NA;G;NA;NA;;44;41640;353
167517;LupNInf;2;13/06/2016;J21;36;0;192;42430;-1226.7;NA;NA;NA;NA;G;NA;NA;;44;41640;353
167517;LupNInf;2;16/06/2016;J24;35;0;195;42380;-16.7;NA;NA;NA;NA;G;NA;NA;;44;41640;353
167517;LupNInf;2;22/06/2016;J30;35;0;201;42170;-35;17.7;390;1392;01/07/2016;G;JFin;NA;;44;41640;382
167519;ConcNInf;1;22/03/2016;J-13;NA;NA;109;37240;NA;NA;NA;NA;NA;F;NA;NA;;NA;NA;NA
167519;ConcNInf;1;04/04/2016;J0;39;0;122;38450;93.1;NA;221;1175;09/06/2016;F;J0;NA;;39;38450;221
167519;ConcNInf;1;18/04/2016;J14;40;NA;136;NA;NA;NA;267;1175;09/06/2016;F;J14;NA;;39;38450;221
167519;ConcNInf;1;22/04/2016;J18;40;0;140;42950;250;NA;NA;NA;NA;F;NA;NA;;39;38450;221
167519;ConcNInf;1;25/04/2016;J21;41;0;143;44750;600;NA;NA;NA;NA;F;NA;NA;;39;38450;221
167519;ConcNInf;1;28/04/2016;J24;43;0;146;42620;-710;NA;NA;NA;NA;F;NA;NA;;39;38450;221
167519;ConcNInf;1;04/05/2016;J30;40;0;152;45840;536.7;246.3;215;1175;09/06/2016;F;JFin;NA;;39;38450;221
167519;ConcNInf;2;23/05/2016;J0;45;0;171;48080;117.9;NA;269;1392;01/07/2016;F;J0;NA;;45;48080;269
167519;ConcNInf;2;06/06/2016;J14;43;NA;185;NA;NA;NA;354;1392;01/07/2016;F;J14;NA;;45;48080;269
167519;ConcNInf;2;10/06/2016;J18;40;0;189;50000;106.7;NA;NA;NA;NA;F;NA;NA;;45;48080;269
167519;ConcNInf;2;13/06/2016;J21;37;0;192;50580;193.3;NA;NA;NA;NA;F;NA;NA;;45;48080;269
167519;ConcNInf;2;16/06/2016;J24;38;0;195;53220;880;NA;NA;NA;NA;F;NA;NA;;45;48080;269
167519;ConcNInf;2;22/06/2016;J30;40;0;201;50000;-536.7;64;300;1392;01/07/2016;F;JFin;NA;;45;48080;269
167523;LupInf;1;22/03/2016;J-13;NA;NA;108;33730;NA;NA;NA;NA;NA;G;NA;NA;;NA;NA;NA
167523;LupInf;1;04/04/2016;J0;38;0;121;35680;150;NA;219;1175;09/06/2016;G;J0;NA;;38;35680;219
167523;LupInf;1;18/04/2016;J14;33;NA;135;NA;NA;NA;1274;1175;09/06/2016;G;J14;NA;;38;35680;219
167523;LupInf;1;22/04/2016;J18;22;0;139;34950;-40.6;NA;NA;NA;NA;H;NA;NA;;38;35680;219
167523;LupInf;1;25/04/2016;J21;18;8750;142;34040;-303.3;NA;NA;NA;NA;H;NA;NA;;38;35680;219
167523;LupInf;1;28/04/2016;J24;14;39150;145;33100;-313.3;NA;NA;NA;NA;H;NA;NA;;38;35680;219
167523;LupInf;1;04/05/2016;J30;;;151;32710;-65;-107.5;655;1175;09/06/2016;H;JFin;21;1;38;35680;219
167523;LupInf;2;23/05/2016;J0;28;0;170;35580;151.1;NA;502;1392;01/07/2016;G;J0;NA;;28;35580;502
167523;LupInf;2;06/06/2016;J14;30;NA;184;NA;NA;NA;559;1392;01/07/2016;G;J14;NA;;28;35580;502
167523;LupInf;2;10/06/2016;J18;28;0;188;40990;300.6;NA;NA;NA;NA;H;NA;NA;;28;35580;502
167523;LupInf;2;13/06/2016;J21;27;15;191;37320;-1223.3;NA;NA;NA;NA;H;NA;NA;;28;35580;502
167523;LupInf;2;16/06/2016;J24;26;2340;194;39150;610;NA;NA;NA;NA;H;NA;NA;;28;35580;502
167523;LupInf;2;22/06/2016;J30;25;6350;200;40040;148.3;-79.2;514;1392;01/07/2016;H;JFin;21;1;28;35580;502
167529;ConcInf;1;22/03/2016;J-13;NA;NA;108;32220;NA;NA;NA;NA;NA;G;NA;NA;;NA;NA;NA
167529;ConcInf;1;04/04/2016;J0;36;0;121;34070;142.3;NA;177;1175;09/06/2016;G;J0;NA;;36;34070;177
167529;ConcInf;1;18/04/2016;J14;29;NA;135;NA;NA;NA;540;1175;09/06/2016;G;J14;NA;;36;34070;177
167529;ConcInf;1;22/04/2016;J18;23;45;139;37730;203.3;NA;NA;NA;NA;G;NA;NA;;36;34070;177
167529;ConcInf;1;25/04/2016;J21;23;5200;142;37360;-123.3;NA;NA;NA;NA;G;NA;NA;;36;34070;177
167529;ConcInf;1;28/04/2016;J24;23;18100;145;36360;-333.3;NA;NA;NA;NA;G;NA;NA;;36;34070;177
167529;ConcInf;1;04/05/2016;J30;22;11550;151;34780;-263.3;95.4;395;1175;09/06/2016;G;JFin;18;1;36;34070;177
167529;ConcInf;2;23/05/2016;J0;33;0;170;41340;345.3;NA;235;1392;01/07/2016;G;J0;NA;;33;41340;235
167529;ConcInf;2;06/06/2016;J14;39;NA;184;NA;NA;NA;394;1392;01/07/2016;G;J14;NA;;33;41340;235
167529;ConcInf;2;10/06/2016;J18;34;0;188;43140;100;NA;NA;NA;NA;G;NA;NA;;33;41340;235
167529;ConcInf;2;13/06/2016;J21;30;240;191;45110;656.7;NA;NA;NA;NA;G;NA;NA;;33;41340;235
167529;ConcInf;2;16/06/2016;J24;31;3570;194;45200;30;NA;NA;NA;NA;G;NA;NA;;33;41340;235
167529;ConcInf;2;22/06/2016;J30;29;7750;200;44200;-166.7;88.3;312;1392;01/07/2016;G;JFin;21;1;33;41340;235
167530;ConcInf;1;22/03/2016;J-13;NA;NA;108;38030;NA;NA;NA;NA;NA;G;NA;NA;;NA;NA;NA
167530;ConcInf;1;04/04/2016;J0;38;0;121;39170;87.7;NA;264;1175;09/06/2016;G;J0;NA;;38;39170;264
167530;ConcInf;1;18/04/2016;J14;33;NA;135;NA;NA;NA;963;1175;09/06/2016;G;J14;NA;;38;39170;264
167530;ConcInf;1;22/04/2016;J18;23;0;139;40880;95;NA;NA;NA;NA;G;NA;NA;;38;39170;264
167530;ConcInf;1;25/04/2016;J21;26;3550;142;40510;-123.3;NA;NA;NA;NA;G;NA;NA;;38;39170;264
167530;ConcInf;1;28/04/2016;J24;23;14400;145;38730;-593.3;NA;NA;NA;NA;G;NA;NA;;38;39170;264
167530;ConcInf;1;04/05/2016;J30;20;11050;151;39940;201.7;-18.3;896;1175;09/06/2016;G;JFin;21;1;38;39170;264
167530;ConcInf;2;23/05/2016;J0;35;0;170;46190;328.9;NA;296;968;07/07/2016;A;J0;NA;;35;46190;296
167530;ConcInf;2;06/06/2016;J14;39;NA;184;NA;NA;NA;1019;968;07/07/2016;A;J14;NA;;35;46190;296
167530;ConcInf;2;10/06/2016;J18;39;0;188;50620;246.1;NA;NA;NA;NA;G;NA;NA;;35;46190;-162
167530;ConcInf;2;13/06/2016;J21;36;0;191;49920;-233.3;NA;NA;NA;NA;G;NA;NA;;35;46190;-162
167530;ConcInf;2;16/06/2016;J24;38;45;194;48640;-426.7;NA;NA;NA;NA;G;NA;NA;;35;46190;-162
167530;ConcInf;2;22/06/2016;J30;38;350;200;48070;-95;-212.5;389;968;07/07/2016;A;JFin;24;1;35;46190;296
167532;ConcNInf;1;22/03/2016;J-13;NA;NA;108;37440;NA;NA;NA;NA;NA;G;NA;NA;;NA;NA;NA
167532;ConcNInf;1;04/04/2016;J0;40;0;121;37520;6.2;NA;428;1175;09/06/2016;G;J0;NA;;40;37520;428
167532;ConcNInf;1;18/04/2016;J14;40;NA;135;NA;NA;NA;408;1175;09/06/2016;G;J14;NA;;40;37520;428
167532;ConcNInf;1;22/04/2016;J18;39;0;139;41580;225.6;NA;NA;NA;NA;G;NA;NA;;40;37520;428
167532;ConcNInf;1;25/04/2016;J21;41;0;142;42610;343.3;NA;NA;NA;NA;G;NA;NA;;40;37520;428
167532;ConcNInf;1;28/04/2016;J24;42;0;145;41180;-476.7;NA;NA;NA;NA;G;NA;NA;;40;37520;428
167532;ConcNInf;1;04/05/2016;J30;36;0;151;45220;673.3;256.7;444;1175;09/06/2016;G;JFin;NA;;40;37520;428
167532;ConcNInf;2;23/05/2016;J0;40;0;170;47620;126.3;NA;515;1392;01/07/2016;G;J0;NA;;40;47620;515
167532;ConcNInf;2;06/06/2016;J14;36;NA;184;NA;NA;NA;576;1392;01/07/2016;G;J14;NA;;40;47620;515
167532;ConcNInf;2;10/06/2016;J18;36;0;188;48380;42.2;NA;NA;NA;NA;G;NA;NA;;40;47620;515
167532;ConcNInf;2;13/06/2016;J21;37;0;191;49240;286.7;NA;NA;NA;NA;G;NA;NA;;40;47620;515
167532;ConcNInf;2;16/06/2016;J24;35;0;194;52500;1086.7;NA;NA;NA;NA;G;NA;NA;;40;47620;515
167532;ConcNInf;2;22/06/2016;J30;37;0;200;48270;-705;21.7;506;1392;01/07/2016;G;JFin;NA;;40;47620;515
167533;ConcNInf;1;22/03/2016;J-13;NA;NA;108;37860;NA;NA;NA;NA;NA;G;NA;NA;;NA;NA;NA
167533;ConcNInf;1;04/04/2016;J0;37;0;121;42480;355.4;NA;271;1175;09/06/2016;G;J0;NA;;37;42480;271
167533;ConcNInf;1;18/04/2016;J14;38;NA;135;NA;NA;NA;351;1175;09/06/2016;G;J14;NA;;37;42480;271
167533;ConcNInf;1;22/04/2016;J18;37;0;139;46090;200.6;NA;NA;NA;NA;G;NA;NA;;37;42480;271
