ID_ANIMAL;Lot;Lignee;NO_Lact;Infestation;Date;Jour_Prlv;Ht;FEC;PL;TB;TP;CCS;scs;Stade;Pepsino;Date dosage;TM_Pep;Plaque_peps;pep0;Tps_exc;Censure;Ht0;PL0;TB0;TP0;scs0
14504;LupNInf;CCS+;2;2;01/08/2016;J31;28;0;1813;197;325;1197;6.58;165;;;;;;NA;;23;2044;219;334;4.08
14506;LupNInf;CCS+;1;1;13/05/2016;J0;23;0;1653;291;267;4608;8.53;107;849;23/06/2016;1357;G;849;NA;;23;1653;291;267;8.53
14506;LupNInf;CCS+;1;1;27/05/2016;J14;24;NA;1724;283;293;972;6.28;121;654;23/06/2016;1357;G;849;NA;;23;1653;291;267;8.53
14506;LupNInf;CCS+;1;1;31/05/2016;J18;26;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;23;1653;291;267;8.53
14506;LupNInf;CCS+;1;1;03/06/2016;J21;24;0;1475;262;278;1448;6.86;128;NA;NA;NA;NA;NA;NA;;23;1653;291;267;8.53
14506;LupNInf;CCS+;1;1;06/06/2016;J24;27;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;23;1653;291;267;8.53
14506;LupNInf;CCS+;1;1;13/06/2016;J31;25;0;1813;269;291;1035;6.37;138;726;23/06/2016;1357;G;849;NA;;23;1653;291;267;8.53
14506;LupNInf;CCS+;1;2;01/07/2016;J0;25;0;1724;253;311;407;5.03;157;;;;;;NA;;25;1724;253;311;5.03
14506;LupNInf;CCS+;1;2;15/07/2016;J14;29;NA;1350;269;312;3006;7.91;171;;;;;;NA;;25;1724;253;311;5.03
14506;LupNInf;CCS+;1;2;19/07/2016;J18;26;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;25;1724;253;311;5.03
14506;LupNInf;CCS+;1;2;22/07/2016;J21;26;0;1475;220;304;776;5.96;178;;;;;;NA;;25;1724;253;311;5.03
14506;LupNInf;CCS+;1;2;25/07/2016;J24;27;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;25;1724;253;311;5.03
14506;LupNInf;CCS+;1;2;01/08/2016;J31;29;0;1742;243;325;2119;7.41;188;;;;;;NA;;25;1724;253;311;5.03
14513;ConcNInf;CCS+;2;1;13/05/2016;J0;32;0;1403;214;349;73;2.55;81;1309;23/06/2016;1357;F;1309;NA;;32;1403;214;349;2.55
14513;ConcNInf;CCS+;2;1;27/05/2016;J14;31;NA;1403;241;348;315;4.66;95;1267;23/06/2016;1357;F;1309;NA;;32;1403;214;349;2.55
14513;ConcNInf;CCS+;2;1;31/05/2016;J18;32;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;32;1403;214;349;2.55
14513;ConcNInf;CCS+;2;1;03/06/2016;J21;29;0;1119;237;349;262;4.39;102;NA;NA;NA;NA;NA;NA;;32;1403;214;349;2.55
14513;ConcNInf;CCS+;2;1;06/06/2016;J24;30;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;32;1403;214;349;2.55
14513;ConcNInf;CCS+;2;1;13/06/2016;J31;29;0;1101;214;366;1784;7.16;112;1297;23/06/2016;1357;F;1309;NA;;32;1403;214;349;2.55
14513;ConcNInf;CCS+;2;2;01/07/2016;J0;27;0;958;173;365;1536;6.94;131;;;;;;NA;;27;958;173;365;6.94
14513;ConcNInf;CCS+;2;2;15/07/2016;J14;30;NA;852;205;357;1128;6.5;145;;;;;;NA;;27;958;173;365;6.94
14513;ConcNInf;CCS+;2;2;19/07/2016;J18;31;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;27;958;173;365;6.94
14513;ConcNInf;CCS+;2;2;22/07/2016;J21;31;0;905;190;357;16;0.36;152;;;;;;NA;;27;958;173;365;6.94
14513;ConcNInf;CCS+;2;2;25/07/2016;J24;31;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;27;958;173;365;6.94
14513;ConcNInf;CCS+;2;2;01/08/2016;J31;30;0;1030;192;353;1348;6.75;162;;;;;;NA;;27;958;173;365;6.94
14522;ConcNInf;CCS-;2;1;13/05/2016;J0;27;0;2489;301;319;66;2.4;80;389;23/06/2016;1357;F;389;NA;;27;2489;301;319;2.4
14522;ConcNInf;CCS-;2;1;27/05/2016;J14;25;NA;2400;250;330;42;1.75;94;505;23/06/2016;1357;F;389;NA;;27;2489;301;319;2.4
14522;ConcNInf;CCS-;2;1;31/05/2016;J18;28;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;27;2489;301;319;2.4
14522;ConcNInf;CCS-;2;1;03/06/2016;J21;26;0;2169;232;313;41;1.71;101;NA;NA;NA;NA;NA;NA;;27;2489;301;319;2.4
14522;ConcNInf;CCS-;2;1;06/06/2016;J24;24;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;27;2489;301;319;2.4
14522;ConcNInf;CCS-;2;1;13/06/2016;J31;25;0;2044;236;322;360;4.85;111;987;23/06/2016;1357;F;389;NA;;27;2489;301;319;2.4
14522;ConcNInf;CCS-;2;2;01/07/2016;J0;23;0;2222;220;319;42;1.75;130;;;;;;NA;;23;2222;220;319;1.75
14522;ConcNInf;CCS-;2;2;15/07/2016;J14;28;NA;1920;236;334;135;3.43;144;;;;;;NA;;23;2222;220;319;1.75
14522;ConcNInf;CCS-;2;2;19/07/2016;J18;27;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;2222;220;319;1.75
14522;ConcNInf;CCS-;2;2;22/07/2016;J21;26;0;1902;191;326;20;0.68;151;;;;;;NA;;23;2222;220;319;1.75
14522;ConcNInf;CCS-;2;2;25/07/2016;J24;27;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;2222;220;319;1.75
14522;ConcNInf;CCS-;2;2;01/08/2016;J31;28;0;2258;295;328;115;3.2;161;;;;;;NA;;23;2222;220;319;1.75
14538;LupInf;CCS+;2;1;13/05/2016;J0;27;0;1653;233;324;16;0.36;71;882;23/06/2016;1357;E;882;NA;;27;1653;233;324;0.36
14538;LupInf;CCS+;2;1;27/05/2016;J14;24;NA;1279;230;340;706;5.82;85;1337;23/06/2016;1357;E;882;NA;;27;1653;233;324;0.36
14538;LupInf;CCS+;2;1;31/05/2016;J18;25;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;27;1653;233;324;0.36
14538;LupInf;CCS+;2;1;03/06/2016;J21;25;0;1546;226;328;552;5.46;92;NA;NA;NA;NA;NA;NA;;27;1653;233;324;0.36
14538;LupInf;CCS+;2;1;06/06/2016;J24;24;285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;27;1653;233;324;0.36
14538;LupInf;CCS+;2;1;13/06/2016;J31;20;600;1475;200;345;1407;6.81;102;1196;23/06/2016;1357;F;882;24;1;27;1653;233;324;0.36
14538;LupInf;CCS+;2;2;01/07/2016;J0;23;0;1475;196;352;292;4.55;121;;;;;;NA;;23;1475;196;352;4.55
14538;LupInf;CCS+;2;2;15/07/2016;J14;28;NA;1279;212;365;820;6.04;135;;;;;;NA;;23;1475;196;352;4.55
14538;LupInf;CCS+;2;2;19/07/2016;J18;26;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;1475;196;352;4.55
14538;LupInf;CCS+;2;2;22/07/2016;J21;24;0;1421;160;346;161;3.69;142;;;;;;NA;;23;1475;196;352;4.55
14538;LupInf;CCS+;2;2;25/07/2016;J24;25;45;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;1475;196;352;4.55
14538;LupInf;CCS+;2;2;01/08/2016;J31;25;375;1475;215;363;1685;7.07;152;;;;;;24;1;23;1475;196;352;4.55
15027;ConcInf;CCS+;1;1;13/05/2016;J0;22;0;1475;263;312;124;3.31;109;925;23/06/2016;1357;F;925;NA;;22;1475;263;312;3.31
15027;ConcInf;CCS+;1;1;27/05/2016;J14;25;NA;1083;297;327;107;3.1;123;1017;23/06/2016;1357;F;925;NA;;22;1475;263;312;3.31
15027;ConcInf;CCS+;1;1;31/05/2016;J18;25;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;22;1475;263;312;3.31
15027;ConcInf;CCS+;1;1;03/06/2016;J21;22;0;1119;265;324;415;5.05;130;NA;NA;NA;NA;NA;NA;;22;1475;263;312;3.31
15027;ConcInf;CCS+;1;1;06/06/2016;J24;20;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;22;1475;263;312;3.31
15027;ConcInf;CCS+;1;1;13/06/2016;J31;20;165;958;294;315;4178;8.38;140;1924;23/06/2016;1357;F;925;24;1;22;1475;263;312;3.31
15027;ConcInf;CCS+;1;2;01/07/2016;J0;24;0;1030;252;324;993;6.31;159;;;;;;NA;;24;1030;252;324;6.31
15027;ConcInf;CCS+;1;2;15/07/2016;J14;27;NA;1030;267;328;1367;6.77;173;;;;;;NA;;24;1030;252;324;6.31
15027;ConcInf;CCS+;1;2;19/07/2016;J18;25;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;24;1030;252;324;6.31
15027;ConcInf;CCS+;1;2;22/07/2016;J21;24;0;1279;186;337;159;3.67;180;;;;;;NA;;24;1030;252;324;6.31
15027;ConcInf;CCS+;1;2;25/07/2016;J24;25;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;24;1030;252;324;6.31
15027;ConcInf;CCS+;1;2;01/08/2016;J31;23;1300;923;342;367;10760;9.75;190;;;;;;31;1;24;1030;252;324;6.31
15028;ConcNInf;CCS+;1;1;13/05/2016;J0;26;0;1368;282;377;107;3.1;86;1310;23/06/2016;1357;G;1310;NA;;26;1368;282;377;3.1
15028;ConcNInf;CCS+;1;1;27/05/2016;J14;25;NA;1279;248;376;838;6.07;100;1047;23/06/2016;1357;G;1310;NA;;26;1368;282;377;3.1
15028;ConcNInf;CCS+;1;1;31/05/2016;J18;26;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;26;1368;282;377;3.1
15028;ConcNInf;CCS+;1;1;03/06/2016;J21;23;0;1297;275;360;599;5.58;107;NA;NA;NA;NA;NA;NA;;26;1368;282;377;3.1
15028;ConcNInf;CCS+;1;1;06/06/2016;J24;23;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;26;1368;282;377;3.1
15028;ConcNInf;CCS+;1;1;13/06/2016;J31;23;0;1350;291;359;1962;7.29;117;1018;23/06/2016;1357;G;1310;NA;;26;1368;282;377;3.1
15028;ConcNInf;CCS+;1;2;01/07/2016;J0;22;0;1421;271;375;1325;6.73;136;;;;;;NA;;22;1421;271;375;6.73
15028;ConcNInf;CCS+;1;2;15/07/2016;J14;29;NA;1225;261;366;1291;6.69;150;;;;;;NA;;22;1421;271;375;6.73
15028;ConcNInf;CCS+;1;2;19/07/2016;J18;24;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;22;1421;271;375;6.73
15028;ConcNInf;CCS+;1;2;22/07/2016;J21;25;0;1350;238;365;721;5.849999259;157;;;;;;NA;;22;1421;271;375;6.73
15028;ConcNInf;CCS+;1;2;25/07/2016;J24;25;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;22;1421;271;375;6.73
15028;ConcNInf;CCS+;1;2;01/08/2016;J31;23;0;1599;236;371;1266;6.66;167;;;;;;NA;;22;1421;271;375;6.73
15030;LupInf;CCS+;1;1;13/05/2016;J0;24;0;1973;304;269;35;1.49;106;427;23/06/2016;1357;F;427;NA;;24;1973;304;269;1.49
15030;LupInf;CCS+;1;1;27/05/2016;J14;22;NA;1475;284;271;529;5.4;120;326;23/06/2016;1357;F;427;NA;;24;1973;304;269;1.49
15030;LupInf;CCS+;1;1;31/05/2016;J18;24;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;24;1973;304;269;1.49
15030;LupInf;CCS+;1;1;03/06/2016;J21;22;0;1653;250;261;184;3.88;127;NA;NA;NA;NA;NA;NA;;24;1973;304;269;1.49
15030;LupInf;CCS+;1;1;06/06/2016;J24;22;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;24;1973;304;269;1.49
15030;LupInf;CCS+;1;1;13/06/2016;J31;19;330;1777;312;273;442;5.14;137;389;23/06/2016;1357;F;427;21;1;24;1973;304;269;1.49
15030;LupInf;CCS+;1;2;01/07/2016;J0;23;0;1724;263;275;434;5.12;156;;;;;;NA;;23;1724;263;275;5.12
15030;LupInf;CCS+;1;2;15/07/2016;J14;27;NA;1350;260;287;984;6.3;170;;;;;;NA;;23;1724;263;275;5.12
15030;LupInf;CCS+;1;2;19/07/2016;J18;24;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;1724;263;275;5.12
15030;LupInf;CCS+;1;2;22/07/2016;J21;25;0;1368;220;274;398;4.99;177;;;;;;NA;;23;1724;263;275;5.12
15030;LupInf;CCS+;1;2;25/07/2016;J24;24;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;1724;263;275;5.12
15030;LupInf;CCS+;1;2;01/08/2016;J31;25;645;1403;255;284;596;5.58;187;;;;;;31;1;23;1724;263;275;5.12
15036;LupInf;CCS+;1;1;13/05/2016;J0;25;0;1724;355;285;900;6.17;104;647;23/06/2016;1357;F;647;NA;;25;1724;355;285;6.17
15036;LupInf;CCS+;1;1;27/05/2016;J14;24;NA;1475;363;281;559;5.48;118;988;23/06/2016;1357;F;647;NA;;25;1724;355;285;6.17
15036;LupInf;CCS+;1;1;31/05/2016;J18;23;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;25;1724;355;285;6.17
15036;LupInf;CCS+;1;1;03/06/2016;J21;22;0;1599;298;283;637;5.67;125;NA;NA;NA;NA;NA;NA;;25;1724;355;285;6.17
15036;LupInf;CCS+;1;1;06/06/2016;J24;21;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;25;1724;355;285;6.17
15036;LupInf;CCS+;1;1;13/06/2016;J31;17;555;1492;333;283;1182;6.56;135;1100;23/06/2016;1357;G;647;24;1;25;1724;355;285;6.17
15036;LupInf;CCS+;1;2;01/07/2016;J0;21;0;1421;341;307;793;5.99;154;;;;;;NA;;21;1421;341;307;5.99
15036;LupInf;CCS+;1;2;15/07/2016;J14;27;NA;1225;330;293;1103;6.46;168;;;;;;NA;;21;1421;341;307;5.99
15036;LupInf;CCS+;1;2;19/07/2016;J18;26;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;21;1421;341;307;5.99
15036;LupInf;CCS+;1;2;22/07/2016;J21;24;0;1279;266;291;944;6.24;175;;;;;;NA;;21;1421;341;307;5.99
15036;LupInf;CCS+;1;2;25/07/2016;J24;24;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;21;1421;341;307;5.99
15036;LupInf;CCS+;1;2;01/08/2016;J31;23;1050;1475;322;307;1306;6.71;185;;;;;;31;1;21;1421;341;307;5.99
15041;ConcNInf;CCS+;1;1;13/05/2016;J0;26;0;1653;253;324;1837;7.2;111;630;23/06/2016;1357;G;630;NA;;26;1653;253;324;7.2
15041;ConcNInf;CCS+;1;1;27/05/2016;J14;27;NA;1599;238;320;1463;6.87;125;726;23/06/2016;1357;G;630;NA;;26;1653;253;324;7.2
15041;ConcNInf;CCS+;1;1;31/05/2016;J18;27;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;26;1653;253;324;7.2
15041;ConcNInf;CCS+;1;1;03/06/2016;J21;26;0;1475;250;312;1865;7.22;132;NA;NA;NA;NA;NA;NA;;26;1653;253;324;7.2
15041;ConcNInf;CCS+;1;1;06/06/2016;J24;27;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;26;1653;253;324;7.2
15041;ConcNInf;CCS+;1;1;13/06/2016;J31;27;0;1475;304;316;2330;7.54;142;779;23/06/2016;1357;G;630;NA;;26;1653;253;324;7.2
15041;ConcNInf;CCS+;1;2;01/07/2016;J0;25;0;1492;250;318;2410;7.59;161;;;;;;NA;;25;1492;250;318;7.59
15041;ConcNInf;CCS+;1;2;15/07/2016;J14;29;NA;1475;234;318;2255;7.5;175;;;;;;NA;;25;1492;250;318;7.59
15041;ConcNInf;CCS+;1;2;19/07/2016;J18;28;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;25;1492;250;318;7.59
15041;ConcNInf;CCS+;1;2;22/07/2016;J21;29;0;1368;241;302;941;6.23;182;;;;;;NA;;25;1492;250;318;7.59
15041;ConcNInf;CCS+;1;2;25/07/2016;J24;30;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;25;1492;250;318;7.59
15041;ConcNInf;CCS+;1;2;01/08/2016;J31;29;0;1546;297;332;2436;7.61;192;;;;;;NA;;25;1492;250;318;7.59
15056;ConcInf;CCS-;1;1;13/05/2016;J0;33;0;1724;305;333;73;2.55;68;609;23/06/2016;1357;F;609;NA;;33;1724;305;333;2.55
15056;ConcInf;CCS-;1;1;27/05/2016;J14;34;NA;1546;290;348;56;2.16;82;1304;23/06/2016;1357;F;609;NA;;33;1724;305;333;2.55
15056;ConcInf;CCS-;1;1;31/05/2016;J18;33;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;33;1724;305;333;2.55
15056;ConcInf;CCS-;1;1;03/06/2016;J21;30;0;1350;320;333;137;3.45;89;NA;NA;NA;NA;NA;NA;;33;1724;305;333;2.55
15056;ConcInf;CCS-;1;1;06/06/2016;J24;26;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;33;1724;305;333;2.55
15056;ConcInf;CCS-;1;1;13/06/2016;J31;25;915;1297;290;319;333;4.74;99;1897;23/06/2016;1357;F;609;24;1;33;1724;305;333;2.55
15056;ConcInf;CCS-;1;2;01/07/2016;J0;27;0;1403;267;339;42;1.75;118;;;;;;NA;;27;1403;267;339;1.75
15056;ConcInf;CCS-;1;2;15/07/2016;J14;30;NA;1279;260;344;137;3.45;132;;;;;;NA;;27;1403;267;339;1.75
15056;ConcInf;CCS-;1;2;19/07/2016;J18;28;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;27;1403;267;339;1.75
15056;ConcInf;CCS-;1;2;22/07/2016;J21;29;0;1350;219;336;21;0.75;139;;;;;;NA;;27;1403;267;339;1.75
15056;ConcInf;CCS-;1;2;25/07/2016;J24;28;630;NA;NA;NA;NA;NA;NA;;;;;;NA;;27;1403;267;339;1.75
15056;ConcInf;CCS-;1;2;01/08/2016;J31;25;1000;1279;285;334;176;3.82;149;;;;;;24;1;27;1403;267;339;1.75
15057;ConcInf;CCS+;1;1;13/05/2016;J0;26;0;1777;247;308;54;2.11;108;368;23/06/2016;1357;G;368;NA;;26;1777;247;308;2.11
15057;ConcInf;CCS+;1;1;27/05/2016;J14;25;NA;1599;257;293;85;2.77;122;1009;23/06/2016;1357;G;368;NA;;26;1777;247;308;2.11
15057;ConcInf;CCS+;1;1;31/05/2016;J18;25;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;26;1777;247;308;2.11
15057;ConcInf;CCS+;1;1;03/06/2016;J21;24;0;1653;220;300;83;2.73;129;NA;NA;NA;NA;NA;NA;;26;1777;247;308;2.11
15057;ConcInf;CCS+;1;1;06/06/2016;J24;22;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;26;1777;247;308;2.11
15057;ConcInf;CCS+;1;1;13/06/2016;J31;23;60;1795;236;298;173;3.79;139;1915;23/06/2016;1357;G;368;31;1;26;1777;247;308;2.11
15057;ConcInf;CCS+;1;2;01/07/2016;J0;23;0;1403;222;296;79;2.66;158;;;;;;NA;;23;1403;222;296;2.66
15057;ConcInf;CCS+;1;2;15/07/2016;J14;30;NA;1421;232;302;197;3.98;172;;;;;;NA;;23;1403;222;296;2.66
15057;ConcInf;CCS+;1;2;19/07/2016;J18;26;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;1403;222;296;2.66
15057;ConcInf;CCS+;1;2;22/07/2016;J21;28;0;1546;194;300;64;2.36;179;;;;;;NA;;23;1403;222;296;2.66
15057;ConcInf;CCS+;1;2;25/07/2016;J24;27;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;1403;222;296;2.66
15057;ConcInf;CCS+;1;2;01/08/2016;J31;26;0;1546;262;334;713;5.83;189;;;;;;31;0;23;1403;222;296;2.66
15074;ConcNInf;CCS-;1;1;13/05/2016;J0;26;0;2276;249;291;358;4.84;105;855;23/06/2016;1357;H;855;NA;;26;2276;249;291;4.84
15074;ConcNInf;CCS-;1;1;27/05/2016;J14;26;NA;2027;262;283;393;4.97;119;693;23/06/2016;1357;H;855;NA;;26;2276;249;291;4.84
15074;ConcNInf;CCS-;1;1;31/05/2016;J18;26;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;26;2276;249;291;4.84
15074;ConcNInf;CCS-;1;1;03/06/2016;J21;27;0;1724;259;284;836;6.06;126;NA;NA;NA;NA;NA;NA;;26;2276;249;291;4.84
15074;ConcNInf;CCS-;1;1;06/06/2016;J24;26;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;26;2276;249;291;4.84
15074;ConcNInf;CCS-;1;1;13/06/2016;J31;26;0;1724;315;284;767;5.94;136;833;23/06/2016;1357;H;855;NA;;26;2276;249;291;4.84
15074;ConcNInf;CCS-;1;2;01/07/2016;J0;24;0;2116;265;297;446;5.16;155;;;;;;NA;;24;2116;265;297;5.16
15074;ConcNInf;CCS-;1;2;15/07/2016;J14;28;NA;1795;259;297;737;5.88;169;;;;;;NA;;24;2116;265;297;5.16
15074;ConcNInf;CCS-;1;2;19/07/2016;J18;25;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;24;2116;265;297;5.16
15074;ConcNInf;CCS-;1;2;22/07/2016;J21;26;0;1849;210;297;400;5;176;;;;;;NA;;24;2116;265;297;5.16
15074;ConcNInf;CCS-;1;2;25/07/2016;J24;27;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;24;2116;265;297;5.16
15074;ConcNInf;CCS-;1;2;01/08/2016;J31;27;0;1973;308;309;889;6.15;186;;;;;;NA;;24;2116;265;297;5.16
15090;ConcInf;CCS-;1;1;13/05/2016;J0;23;0;2169;229;306;419;5.07;108;259;23/06/2016;1357;G;259;NA;;23;2169;229;306;5.07
15090;ConcInf;CCS-;1;1;27/05/2016;J14;23;NA;1813;285;304;1188;6.57;122;469;23/06/2016;1357;G;259;NA;;23;2169;229;306;5.07
15090;ConcInf;CCS-;1;1;31/05/2016;J18;21;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;23;2169;229;306;5.07
15090;ConcInf;CCS-;1;1;03/06/2016;J21;21;0;1653;263;297;584;5.55;129;NA;NA;NA;NA;NA;NA;;23;2169;229;306;5.07
15090;ConcInf;CCS-;1;1;06/06/2016;J24;20;210;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;23;2169;229;306;5.07
15090;ConcInf;CCS-;1;1;13/06/2016;J31;18;780;1777;258;296;2166;7.44;139;919;23/06/2016;1357;G;259;24;1;23;2169;229;306;5.07
15090;ConcInf;CCS-;1;2;01/07/2016;J0;23;0;1670;233;298;597;5.58;158;;;;;;NA;;23;1670;233;298;5.58
15090;ConcInf;CCS-;1;2;15/07/2016;J14;23;NA;1670;212;311;1497;6.9;172;;;;;;NA;;23;1670;233;298;5.58
15090;ConcInf;CCS-;1;2;19/07/2016;J18;22;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;1670;233;298;5.58
15090;ConcInf;CCS-;1;2;22/07/2016;J21;21;0;1653;210;305;16;0.36;179;;;;;;NA;;23;1670;233;298;5.58
15090;ConcInf;CCS-;1;2;25/07/2016;J24;20;615;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;1670;233;298;5.58
15090;ConcInf;CCS-;1;2;01/08/2016;J31;19;2600;1421;300;325;4737;8.57;189;;;;;;24;1;23;1670;233;298;5.58
15095;LupInf;CCS-;1;1;13/05/2016;J0;26;0;1492;277;278;106;3.08;106;872;23/06/2016;1357;G;872;NA;;26;1492;277;278;3.08
15095;LupInf;CCS-;1;1;27/05/2016;J14;26;NA;1546;219;284;33;1.4;120;1502;23/06/2016;1357;G;872;NA;;26;1492;277;278;3.08
15095;LupInf;CCS-;1;1;31/05/2016;J18;23;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;26;1492;277;278;3.08
15095;LupInf;CCS-;1;1;03/06/2016;J21;22;120;1457;252;280;45;1.85;127;NA;NA;NA;NA;NA;NA;;26;1492;277;278;3.08
15095;LupInf;CCS-;1;1;06/06/2016;J24;25;1410;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;26;1492;277;278;3.08
15095;LupInf;CCS-;1;1;13/06/2016;J31;19;795;1225;333;293;4344;8.44;137;1207;23/06/2016;1357;G;872;21;1;26;1492;277;278;3.08
15095;LupInf;CCS-;1;2;01/07/2016;J0;23;0;1546;336;294;19;0.6;156;;;;;;NA;;23;1546;336;294;0.6
15095;LupInf;CCS-;1;2;15/07/2016;J14;28;NA;1208;238;302;71;2.51;170;;;;;;NA;;23;1546;336;294;0.6
15095;LupInf;CCS-;1;2;19/07/2016;J18;26;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;1546;336;294;0.6
15095;LupInf;CCS-;1;2;22/07/2016;J21;25;0;1172;249;277;38;1.6;177;;;;;;NA;;23;1546;336;294;0.6
15095;LupInf;CCS-;1;2;25/07/2016;J24;25;915;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;1546;336;294;0.6
15095;LupInf;CCS-;1;2;01/08/2016;J31;25;2700;1279;282;275;61;2.29;187;;;;;;24;1;23;1546;336;294;0.6
15241;LupNInf;CCS-;1;1;13/05/2016;J0;28;0;1154;416;332;234;4.23;118;730;23/06/2016;1357;G;730;NA;;28;1154;416;332;4.23
15241;LupNInf;CCS-;1;1;27/05/2016;J14;26;NA;1154;370;332;52;2.06;132;840;23/06/2016;1357;G;730;NA;;28;1154;416;332;4.23
15241;LupNInf;CCS-;1;1;31/05/2016;J18;27;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;28;1154;416;332;4.23
15241;LupNInf;CCS-;1;1;03/06/2016;J21;25;0;1154;391;330;79;2.66;139;NA;NA;NA;NA;NA;NA;;28;1154;416;332;4.23
15241;LupNInf;CCS-;1;1;06/06/2016;J24;26;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;28;1154;416;332;4.23
15241;LupNInf;CCS-;1;1;13/06/2016;J31;24;0;1208;371;337;79;2.66;149;711;23/06/2016;1357;G;730;NA;;28;1154;416;332;4.23
15241;LupNInf;CCS-;1;2;01/07/2016;J0;23;0;1154;374;337;46;1.88;168;;;;;;NA;;23;1154;374;337;1.88
15241;LupNInf;CCS-;1;2;15/07/2016;J14;29;NA;780;359;343;598;5.58;182;;;;;;NA;;23;1154;374;337;1.88
15241;LupNInf;CCS-;1;2;19/07/2016;J18;26;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;1154;374;337;1.88
15241;LupNInf;CCS-;1;2;22/07/2016;J21;26;0;976;335;355;159;3.67;189;;;;;;NA;;23;1154;374;337;1.88
15241;LupNInf;CCS-;1;2;25/07/2016;J24;27;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;23;1154;374;337;1.88
15241;LupNInf;CCS-;1;2;01/08/2016;J31;30;0;905;334;348;131;3.39;199;;;;;;NA;;23;1154;374;337;1.88
15366;LupInf;CCS-;1;1;13/05/2016;J0;26;0;1368;308;267;89;2.83;78;1099;23/06/2016;1357;G;1099;NA;;26;1368;308;267;2.83
